NB;NAME;NAME_MOD;COUNTRY;LATITUDE;LONGITUDE;FOUNDATION;Mi;My;Pn;AUTH_ANC;AUTH_MOD;DOC1_Papers;DOC2_papers;DOC3_www;DOC4_www;WIKIPEDIA;PLEIADES;DARE;TRISMEGISTOS;TOPOSText;AM;PP;RE;SI;SU;PS;BW;QU;PL;MO;CN;SL;SH;SY;EX;LK;PH;HO;VM;FT;FP;QR;FO;SW
1019;;Arensola, near Eboli;Italy West;40,53520;14,94346;-750;;;;;;;;;;https://en.wikipedia.org/wiki/Eboli;http://pleiades.stoa.org/places/442475;http://imperium.ahlfeldt.se/places/29179;;;m;;;;;;;;;;;;;;;;;;;;;;;
1020;Portus Alburnus ;at the outlet of R Silarus, now called Sele, near Capaccio-Paestum;Italy West;40,48863;14,96977;-330;;;;;Hazlitt, Flemming;;;;;https://en.wikipedia.org/wiki/Capaccio_Paestum;http://pleiades.stoa.org/places/442457;http://imperium.ahlfeldt.se/places/29175;;;m;;r;;;;;;;;;;;;;;;;;;;;;
1021;Poseïdonia, Posidonia, Paestum, on R Silarus;Capaccio-Paestum, possibly near Torre di Paestum;Italy West;40,41500;14,99200;-750;;;;"Scylax, Peripl ; Strabo, Geogr, 5, 4";Hansen;La Greca (2014);;;;https://en.wikipedia.org/wiki/Paestum;http://pleiades.stoa.org/places/442733;http://imperium.ahlfeldt.se/places/16726;https://www.trismegistos.org/place/14483;https://topostext.org/place/404150PPos;a;;;;;;;;;;;;;;;;;;;;;;;
1022;;Roman villa San Marco at Agropoli ;Italy West;40,35832;14,99051;-550;;;;;Lafon;;;;;https://en.wikipedia.org/wiki/Agropoli;http://pleiades.stoa.org/places/442454;http://imperium.ahlfeldt.se/places/16727;;;m;;;;;X;;;;;;;;;;;;;X;;;;;
1023;;San Marco di Castellabate;Italy West;40,26800;14,93290;-30;;;;;Oleson, Trethewey;Agizza (2021);;;;https://en.wikipedia.org/wiki/San_Marco,_Castellabate;http://pleiades.stoa.org/places/442775;http://imperium.ahlfeldt.se/places/30397;;;m;;r;;;X;X;;X;;;;;;;;X?;;;;;;;
1023,1;;Isola Licosa;Italy West;40,25200;14,90040;;;;;;;Agizza (2021);;;;https://en.wikipedia.org/wiki/Licosa;;;;;m;;rs;;;;;;;;;;;;;;;;;;X?;X?;;
1024;Velia, Elea, Portus Velinus, Hyele, near R Hales;Velia, near R Alento;Italy West;40,16020;15,15700;-535;;;;Scymnos, Periodos;Hazlitt, Flemming, Lafon, Botte, Hansen;;;;;https://en.wikipedia.org/wiki/Velia;http://pleiades.stoa.org/places/452488;http://imperium.ahlfeldt.se/places/16728;https://www.trismegistos.org/place/2495;https://topostext.org/place/402152PEle;a;;;;;;;;;;;;;;;;;;X;;X;;;
1025;Palinurus ;Roman villa at Palinuro, near Centola;Italy West;40,03566;15,28223;-750;;;;;Pauly, Flemming;;;;;https://en.wikipedia.org/wiki/Palinuro;http://pleiades.stoa.org/places/452398;http://imperium.ahlfeldt.se/places/30469;;;m;;;;;X;;;;;;;;;;;;;X;;;;;
1026;Oenotrides insulae, Molpa ;Scoglio del Coniglio? With good anchorage on the coast;Italy West;40,02679;15,29466;-750;;;;Strabo, Geogr, 6,1;;;;;;;http://pleiades.stoa.org/places/452382;http://imperium.ahlfeldt.se/places/30465;https://www.trismegistos.org/place/59547;;a;;;;;X;;;;;;;;;;;;;;;;;;
1027;Pyxus, near Buxentum Prom.;Policastro Bussentino, near Capo degli Ingreschi, near Camerota;Italy West;40,06538;15,51640;-470;;;;"Strabo, Geogr, 6,1 ; Stephanus, Ethnica";Flemming, Hansen;;;;;https://it.wikipedia.org/wiki/Pyxous;http://pleiades.stoa.org/places/452411;http://imperium.ahlfeldt.se/places/16730;https://www.trismegistos.org/place/14487;https://topostext.org/place/401155UPyx;a;;;;;X;;;;;;;;;;;;;;;;;;
1028;Scidrus ;Roman villa at Cammerelle, near Sapri;Italy West;40,07218;15,62220;-330;;;;;Flemming, Noli, Oleson;;;;;https://en.wikipedia.org/wiki/Sapri;http://pleiades.stoa.org/places/452428;http://imperium.ahlfeldt.se/places/35397;;;m;;rs;;;X;X;;X;;;;;;;;;;X;;;;;
1029;Cesernia ;Capo La Timpa, near Maratea;Italy West;39,99220;15,70010;-30;;;;;;Tarlano (2021);;;;https://en.wikipedia.org/wiki/Maratea;http://pleiades.stoa.org/places/452297;http://imperium.ahlfeldt.se/places/23170;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
1030;;Isle of Santo Janni, Santoianni ;Italy West;39,96730;15,71600;-30;;;;;Botte;Tarlano (2021);;;;;http://pleiades.stoa.org/places/452345;http://imperium.ahlfeldt.se/places/30459;;;m;;;;;;;;;;;;;;;;;;;;X;;;
1030,1;;Roman villa at La Secca, near Castrocucco;Italy West;39,93420;15,74360;;;;;;Botte;Tarlano (2021);;;;;;;;;m;;r;;;;;;;;;;;;;;;;X;X;X;;;
1031;Blanda ;Tortora Marina, on R Noce;Italy West;39,91351;15,75647;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Blanda_(city);http://pleiades.stoa.org/places/452274;http://imperium.ahlfeldt.se/places/16729;https://www.trismegistos.org/place/14485;https://topostext.org/place/399158UBla;m;;;;;X;;;;;;;;;;;;;;;;;;
1032;;Petrosa ;Italy West;39,81781;15,78115;-750;;;;;;;;;;;http://pleiades.stoa.org/places/452404;http://imperium.ahlfeldt.se/places/30471;;;m;;;;;;;;;;;;;;;;;;;;;;;
1033;Laos, Laus ;outlet of R Lao?;Italy West;39,77527;15,78957;-750;;;;;Flemming, Hansen;;;;;https://it.wikipedia.org/wiki/Laos_(Magna_Grecia);http://pleiades.stoa.org/places/452361;http://imperium.ahlfeldt.se/places/23168;https://www.trismegistos.org/place/14487;https://topostext.org/place/398158ULao;m;;;;;X;;;;;;;;;;;;;;;;;;
1034;Cerillea, Cerilli ;Cirella;Italy West;39,70901;15,80418;-330;;;;;Flemming;;;;;;http://pleiades.stoa.org/places/452296;http://imperium.ahlfeldt.se/places/23167;;;m;;;;;;;;;;;;;;;;;;;;;;;
1035;;Belvedere Marittimo ;Italy West;39,61378;15,84803;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Belvedere_Marittimo;http://pleiades.stoa.org/places/452272;http://imperium.ahlfeldt.se/places/30434;;;m;;;;;X;;;;;;;;;;;;;;;;;;
1036;;Acquappesa ;Italy West;39,49170;15,94579;-550;;;;;;;;;;https://en.wikipedia.org/wiki/Acquappesa;http://pleiades.stoa.org/places/452249;http://imperium.ahlfeldt.se/places/30426;;;m;;;;;;;;;;;;;;;;;;;;;;;
1037;Port of Pandosia;San Lucido ;Italy West;39,30127;16,04230;-550;;;;"Scylax, Peripl ; Scymnos, Periodos";Hansen;;;;;https://en.wikipedia.org/wiki/San_Lucido;http://pleiades.stoa.org/places/452430;http://imperium.ahlfeldt.se/places/30484;;;a;;;;;X;;;;;;;;;;;;;;;;;;
1038;Klampeteia, Clampetia ;Amantea;Italy West;39,12781;16,06553;-330;;;;Scylax, Peripl;Flemming;;;;;https://en.wikipedia.org/wiki/Amantea;http://pleiades.stoa.org/places/452304;http://imperium.ahlfeldt.se/places/23166;;;a;;;;;X;;;;;;;;;;;;;;;;;;
1039;Temesa, Tamese, Tempsa, on R Sabutum;outlet of R Savuto 10 km south of Amantea;Italy West;39,02794;16,09455;-750;;;;Homer, Odyssey, 1, 184;Flemming, Cuisenier, Hansen;;;;;https://en.wikipedia.org/wiki/Temesa_(ancient_city);http://pleiades.stoa.org/places/452469;http://imperium.ahlfeldt.se/places/16731;https://www.trismegistos.org/place/11853;https://topostext.org/place/390162UTem;a;;;;;;;;;;;;;;;;;;;;;;;
1040;;Roman villa at Piano delle Vigne, near Falerna;Italy West;38,98683;16,15407;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Falerna;http://pleiades.stoa.org/places/452405;http://imperium.ahlfeldt.se/places/35396;;;m;;;;;;;;;;;;;;;;;;X;;;;;
1041;Terina ;Sant'Eufemia Vetere, near Lamezia Terme;Italy West;38,94480;16,23890;-550;;;;"Scylax, Peripl ; Scymnos, Periodos";Flemming, Hansen;;;;;https://en.wikipedia.org/wiki/Lamezia_Terme;http://pleiades.stoa.org/places/452470;http://imperium.ahlfeldt.se/places/30492;https://www.trismegistos.org/place/38437;https://topostext.org/place/389162UTer;a;;;X;;X;;;;;;;;;;;;;;;;;;
1042;Ad Turres;between R Angitola and R Savuto;Italy West;38,92820;16,26970;-30;;;;;;;;;;https://en.wikipedia.org/wiki/Ad_Turres_(Bruttium);http://pleiades.stoa.org/places/452254;http://imperium.ahlfeldt.se/places/36305;;;m;;;X;;;;;;;;;;;;;;;;;;;;
1043;Port Parthenius of the phoceans, on R Tanno?;unlocalized, in the gulf of Eufemia near the airport of Lamezia Terme;Italy West;38,89600;16,27870; ;;;;"Pliny, Hist Nat, 3, 10 ; Solinus, Polyhistor, 2";Hazlitt;;;;;;http://pleiades.stoa.org/places/456109;http://imperium.ahlfeldt.se/places/42152;;;a;;;X;;;;;;;;;;;;;;;;;;;;
1044;Acconia ;Acconia ;Italy West;38,84573;16,21191;300;;;;;;;;;;;http://pleiades.stoa.org/places/452247;http://imperium.ahlfeldt.se/places/30425;;;m;;;;;X;;;;;;;;;;;;;;;;;;
1045;Ad Fluvium Angitulam ;Ponte Angitola, near Francavilla Angitola;Italy West;38,77393;16,19233;-30;;;;;;;;;;https://en.wikipedia.org/wiki/Francavilla_Angitola;http://pleiades.stoa.org/places/452251;http://imperium.ahlfeldt.se/places/36302;https://www.trismegistos.org/place/40496;;m;;;;;;;;;;;;;;;;;;;;;;;
1046;Annicia;Pizzo;Italy West;38,74000;16,16200;300;;;;;;;;;;https://en.wikipedia.org/wiki/Pizzo,_Calabria;http://pleiades.stoa.org/places/456030;http://imperium.ahlfeldt.se/places/23164;;;m;;;;;X;;;;;;;;;;;;;;;;;;
1047;Leucosia, Ithacesiae insula, near Vibo;Vibo Marina, near Vibo Valentia;Italy West;38,68330;16,11910; ;;;;Strabo, 6, 1;Botte;;;;;https://en.wikipedia.org/wiki/Vibo_Marina;http://pleiades.stoa.org/places/452367;http://imperium.ahlfeldt.se/places/41770;;https://topostext.org/place/387161HVib;a;p;;;;;;;;;;;;X;;;;;;;X;;;
1047,1;Port of Hipponium, Hipponion;Outlet of R Trainiti, near Bivona;Italy West;38,72220;16,07230;-30;;;;"Scylax, Peripl ; Scymnos, Periodos";Lehmann, Flemming, Hansen;Anzidei (2013);;;;https://en.wikipedia.org/wiki/Vibo_Valentia;https://pleiades.stoa.org/places/452337;http://imperium.ahlfeldt.se/places/16733;https://www.trismegistos.org/place/33100;https://topostext.org/place/387161PHip;a;;rs;X;;X;X;;;;;;;;;;;;;;;;;
1047,2;;Scoglio Galera, near Torre Sant'Irene;Italy West;38,72540;15,99940;-30;;;;;Botte;Anzidei (2013);;;;https://en.wikipedia.org/wiki/Briatico;;;;;m;;r;;;;;X;;X;;;;;;;;;;X;X;;;
1047,3;;Punta di Zambrone;Italy West;38,71350;15,97180;-1500;;X;;;;;;Reinhard Jung (2016);;https://en.wikipedia.org/wiki/Zambrone;;;;;m;;;;;;;;;;;;;;;;;;;;;;;
1048;Trapeia, Port of Hercules;Tropea;Italy West;38,68375;15,90871;300;;;;"Strabo, 6, 1 ; Pliny, Hist Nat, 3, 10";Boardman;;;;;https://en.wikipedia.org/wiki/Tropea;http://pleiades.stoa.org/places/452482;http://imperium.ahlfeldt.se/places/16734;https://www.trismegistos.org/place/33097;;a;;;;;X;;;;;;;;;;;;;;;;;;
1049;;Nicotera Marina;Italy West;38,54521;15,92116;-750;;;;;;;;;;;http://pleiades.stoa.org/places/452391;http://imperium.ahlfeldt.se/places/16735;https://www.trismegistos.org/place/33062;;m;;;;;X;;;;;;;;;;;;;;;;;;
1050;;San Teodoro;Italy West;38,52470;15,92340;-30;;;;;;;;;;;http://pleiades.stoa.org/places/452432;http://imperium.ahlfeldt.se/places/30486;;;m;;;;;;;;;;;;;;;;;;;;;;;
1051;Emporion;Rosarno;Italy West;38,49277;15,95941;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Rosarno;http://pleiades.stoa.org/places/452323;http://imperium.ahlfeldt.se/places/30455;;https://topostext.org/place/385160UEmp;m;;;X;;;;;;;;;;;;;;;;;;;;
1052;Medma, Mesma;Pian delle Vigne, near Rosarno;Italy West;38,48210;15,98820;-750;;;;"Scylax, Peripl ; Scymnos, Periodos ; Strabo, Geogr, 6,1";Hazlitt, Flemming, Hansen;;;;;https://en.wikipedia.org/wiki/Medma;http://pleiades.stoa.org/places/452375;http://imperium.ahlfeldt.se/places/22645;https://www.trismegistos.org/place/41573;https://topostext.org/place/385160UEmp;a;;;X;;;;;;;;;;;;;;;;;;;;
1053;Port at the outlet of R Metaurus, Metaure ;R Petrace, near Gioia Tauro;Italy West;38,42155;15,87114;-750;;;;Strabo, Geogr, 6,1;Hansen;;;;;https://en.wikipedia.org/wiki/Gioia_Tauro;http://pleiades.stoa.org/places/452379;http://imperium.ahlfeldt.se/places/16736;https://www.trismegistos.org/place/61084;https://topostext.org/place/384159UMet;a;;;;;X;;;;;;;;;;;;;;;;;;
1054;Taurianum ;Taureana, near Lido di Palmi;Italy West;38,39426;15,86494;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Palmi,_Calabria;http://pleiades.stoa.org/places/452466;http://imperium.ahlfeldt.se/places/30491;https://www.trismegistos.org/place/33092;;m;;;;;X;;;;;;;;;;;;;;;;;;
1055;Portus Orestis;Marina di Palmi, Porto Ravaglioso;Italy West;38,35100;15,83360;-30;;;;Pliny, Hist Nat, 3, 10;Hazlitt;;;;;;http://pleiades.stoa.org/places/452409;http://imperium.ahlfeldt.se/places/30475;;;a;;;;;X;;;;;;;;;;;;;;;;;;
1056;Ad Mallias;between Nicotera and Reggio di Calabria;Italy West;38,31620;15,82300;-30;;;;;;;;;;;http://pleiades.stoa.org/places/452253;http://imperium.ahlfeldt.se/places/36304;;;m;;;;;;;;;;;;;;;;;;;;;;;
1057;Arciade;Arciade;Italy West;38,29100;15,80460;300;;;;;;;;;;;http://pleiades.stoa.org/places/452264;http://imperium.ahlfeldt.se/places/23163;;;m;;;;;X;;;;;;;;;;;;;;;;;;
1058;Scyllaeum, Scylla, in front of Charybdis in Sicily, both Planktes insulae, where Odysseus possibly sailed;Scilla;Italy West;38,25924;15,71559;-750;;;;"Homer, Odyssey, 12, 73 ; Thucydides, Pelop, 4, 24 ; Apollonius, Argonauticas, 4, 910";Flemming, Cuisenier;Dan (2013);;;;https://en.wikipedia.org/wiki/Scyllaeum;http://pleiades.stoa.org/places/452436;http://imperium.ahlfeldt.se/places/34443;https://www.trismegistos.org/place/61083;https://topostext.org/place/383157LSky;a;;;;;X;;;;;;;;;;;;;;;;;;
1059;Kainys ;Punta Pezzo, near Villa San Giovanni;Italy West;38,23220;15,63540;-550;;;;;;;;;;https://en.wikipedia.org/wiki/Punta_Pezzo;http://pleiades.stoa.org/places/452349;http://imperium.ahlfeldt.se/places/34442;https://www.trismegistos.org/place/41938;https://topostext.org/place/382156UCol;m;;;;;X;;;;;;;;;;;;;;;;;X;
1060;Ad Columnam ;Villa San Giovanni;Italy West;38,21930;15,63180;-30;;;;;;;;;;https://en.wikipedia.org/wiki/Villa_San_Giovanni;http://pleiades.stoa.org/places/452250;http://imperium.ahlfeldt.se/places/23161;;;m;;;;;X;;;;;;;;;;;;;;;;;;
1061;Rhegium, Rhegion;Rhege, Reggio di Calabria;Italy West;38,10943;15,63466;-740;;;;"Thucydides, Pelop, 3, 88 & 6, 50 ; Scylax, Peripl ; Scymnos, Periodos ; Herodotus, Hist, 1, 165 ; Livy, Hist, 24, 1 ; Diodorus, Hist, 13, 2 & 14, 25; Dio Cassius, Hist, 48, 18 ; Bible, Acts, 28:13 ;  Josephus Flavius, Antiquites, 19, 2 ; Plutarch, Timoleon, 10 ; Antonine, Itin Mar";Flemming, Trethewey, Hansen, Botte;;;;;https://it.wikipedia.org/wiki/Siti_archeologici_a_Reggio_Calabria;http://pleiades.stoa.org/places/452416;http://imperium.ahlfeldt.se/places/16556;https://www.trismegistos.org/place/2048;https://topostext.org/place/381156PRhe;a;;;;;X;;;;;;;;;;;X?;;;;;;;
1062;Leucopetra, Petra, Bruttium Prom.;Punta di Pellaro;Italy West;38,00688;15,63232; ;;;;"Thucydides, Pelop, 7, 35 ; Diodorus, Hist, 19, 103";;;;;;https://en.wikipedia.org/wiki/Punta_di_Pellaro;http://pleiades.stoa.org/places/452366;http://imperium.ahlfeldt.se/places/41568;https://www.trismegistos.org/place/33080;https://topostext.org/place/380156ULeu;a;;;;;;;;;;;;;;;;;;;;;;;
1063;Decastadium? On R Halex;Melito di Porto Salvo, on R Melito;Italy West;37,91255;15,79291;-30;;;;Thucydides, Pelop, 3, 99;;;;;;https://en.wikipedia.org/wiki/Melito_di_Porto_Salvo;http://pleiades.stoa.org/places/452320;http://imperium.ahlfeldt.se/places/30454;https://www.trismegistos.org/place/40517;https://topostext.org/place/379158UDec;a;;;;;X;;;;;;;;;;;;;;;;;;
1064;Scyle ;Bova Marina;Italy West;37,92800;15,92000;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Bova_Marina;http://pleiades.stoa.org/places/452435;http://imperium.ahlfeldt.se/places/23184;https://www.trismegistos.org/place/41126;;m;;;;;;;;;;;;;;;;;;;;;;;
1065;Hipporum ;near Galati;Italy West;37,92649;16,07062;-30;;;;;;;;;;;http://pleiades.stoa.org/places/452338;http://imperium.ahlfeldt.se/places/36307;;;m;;;;;;;;;;;;;;;;;;;;;;;
1066;Zephyrion Akra, Zephyrium Prom., Zeffiro;Capo Bruzzano, near Africo;Italy West;38,03945;16,14614; ;;;;Antonine, Itin Mar;;;;;;https://en.wikipedia.org/wiki/Bruzzano_Zeffirio;http://pleiades.stoa.org/places/452495;http://imperium.ahlfeldt.se/places/41759;;;a;;;;;;;;;;;;;;;;;;;;;;;
1067;;Roman villa Palazzi di Casignana ;Italy West;38,11782;16,15827;-30;;;;;Lafon;Bruni (2009);;;;;http://pleiades.stoa.org/places/452397;http://imperium.ahlfeldt.se/places/41760;;;m;;;;;;;;;;;;;;;;;;X;;;;;
1068;Altanum? ;Bovalino Marina;Italy West;38,14150;16,17783;-550;;;;;;;;;;;http://pleiades.stoa.org/places/452259;http://imperium.ahlfeldt.se/places/30428;;;m;;;;;;;;;;;;;;;;;;;;;;;
1069;Lokroi Epizephyrioi, Locri Epizefiri, Locres ;Locri;Italy West;38,20770;16,23680;-750;;;;"Thucydides, Pelop, 4, 1 & 7, 25 ; Scylax, Peripl ; Scymnos, Periodos ; Livy, Hist, 24, 1 ; Pliny, Hist Nat, 3, 15";Lehmann, Flemming, Hansen;;;;;https://en.wikipedia.org/wiki/Locri;http://pleiades.stoa.org/places/452369;http://imperium.ahlfeldt.se/places/16737;https://www.trismegistos.org/place/33081;https://topostext.org/place/382162PLoc;a;;;;;;;;;;;;;;;X?;;;;;;;;
1070;Subsicivo? ;Roman villa Nanilio near Marina di Gioiosa Ionica;Italy West;38,29309;16,33374;-30;;;;;Lafon;;;;;https://en.wikipedia.org/wiki/Marina_di_Gioiosa_Ionica;http://pleiades.stoa.org/places/452456;http://imperium.ahlfeldt.se/places/36310;;;m;;;;;;;;;;;;;;;;;;X;;;;;
1071;Amphissa, Santo Onofrio ;near Roccella Ionica;Italy West;38,31817;16,41314;-750;;;;;;;;;;https://en.wikipedia.org/wiki/Roccella_Ionica;http://pleiades.stoa.org/places/452431;http://imperium.ahlfeldt.se/places/30485;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
1072;Kaulonia, Caulonia, Aulonia, Stilida;Punta Stilo, at Monasterace Marina;Italy West;38,44540;16,57870;-750;;;;"Scylax, Peripl ; Scymnos, Periodos ; Antonine, Itin Mar";Hansen;;;;;https://en.wikipedia.org/wiki/Caulonia_(ancient_city);http://pleiades.stoa.org/places/452352;http://imperium.ahlfeldt.se/places/23185;https://www.trismegistos.org/place/38435;https://topostext.org/place/384166PKau;a;;;;;;;;;;;;;;;;;;;;;;;
1073;Cocinto?;on R Assi, near Monasterace;Italy West;38,45730;16,58430;-30;;;;;;;;;;https://en.wikipedia.org/wiki/Monasterace;http://pleiades.stoa.org/places/452305;http://imperium.ahlfeldt.se/places/36306;;;m;;;;;;;;;;;;;;;;;;;;;;;
1074;Vivarium ;Copanello, near Stalettì;Italy West;38,75726;16,56218;300;;;;;;;;;;https://en.wikipedia.org/wiki/Stalett%C3%AC;http://pleiades.stoa.org/places/452492;http://imperium.ahlfeldt.se/places/30498;https://www.trismegistos.org/place/33091;;m;;;;;;;;;;;;;;;;;;;;;;;
1075;Scylletium, Scolacium ;Roccelletta, near Borgia;Italy West;38,80760;16,59520;-550;;;;;;;;;;https://en.wikipedia.org/wiki/House_of_Borgia;http://pleiades.stoa.org/places/452439;http://imperium.ahlfeldt.se/places/16738;https://www.trismegistos.org/place/33090;https://topostext.org/place/388166UScy;m;;;;;;;;;;;;;;;;;;;;;;;
1076;Castra Hannibalis, Camp of Annibal ;Torre di Catanzaro;Italy West;38,85776;16,71387;-330;;;;"Pliny, Hist Nat, 3, 15 ; Solinus, Polyhistor, 3";;;;;;;http://pleiades.stoa.org/places/452293;http://imperium.ahlfeldt.se/places/23186;https://www.trismegistos.org/place/41124;;a;;;;;X;;;;;;;;;;;;;;;;;X;
1077;Tacina, port of Kyterion;at crossing of R Tacina, at Steccato di Cutro;Italy West;38,92634;16,89753;300;;;;;;;;;;https://en.wikipedia.org/wiki/Cutro;http://pleiades.stoa.org/places/452461;http://imperium.ahlfeldt.se/places/36311;;;m;;;;;;;;;;;;;;;;;;;;;;;
1078;;Le Castella ;Italy West;38,90340;17,02369;-330;;;;;;;;;;;http://pleiades.stoa.org/places/452289;http://imperium.ahlfeldt.se/places/30440;;;m;p;;;;X;;;;;;;;;;;;;;;;;;
1079;Port of Aphrodite, Dioskourias, Cape Iapygie, Iapygium Prom., Sallentin ;Cape Rizzuto;Italy West;38,89900;17,08987; ;;;;Dionysius, Antiquites, 1, 51;Pauly;;;;;https://en.wikipedia.org/wiki/Capo_Rizzuto_Lighthouse;http://pleiades.stoa.org/places/452341;http://imperium.ahlfeldt.se/places/41767;;;a;;;;;X;;;;;;;;;;;;;;;;;;
1080;;Cape Cimiti;Italy West;38,95411;17,16869;-750;;;;;;;;;;;http://pleiades.stoa.org/places/452283;http://imperium.ahlfeldt.se/places/36876;;;m;;;;;;;;;;;;;;;;;;;;;;;
1081;near Naus  Prom., Lacinium  Prom., Hera/Juno temple ;Cape Scifo, near Cape Colonna;Italy West;39,01490;17,18770; ;;;;"Scylax, Peripl ; Antonine, Itin Mar";;Royal (2008);;;;https://en.wikipedia.org/wiki/Temple_of_Juno_Lacinia_(Crotone);http://pleiades.stoa.org/places/452356;http://imperium.ahlfeldt.se/places/41768;https://www.trismegistos.org/place/41128;https://topostext.org/place/390172SLac;a;;;;;;X;;;X;;;;;;;;;;;;;;
1081,1;possible stopover of Odysseus on Calypso's isle of Ogygia acc to Scylax;Submerged island off capo Colonna coast;Italy West;39,03900;17,17000;;;;;"Homer, Odyssey, 12, 447 ; Scylax, Peripl";;Vella (2021);;;;;;;;;a;;;;X;;;;;;;;;;;;;;;;;;;
1082;Kroton, Crotone, on R Aisaros;Crotone, on R Esaro;Italy West;39,08554;17,12635;-750;;;;"Scylax, Peripl ; Polybius, Hist, 10, 1 ; Scymnos, Periodos ; Livy, Hist, 24, 2 ; Diodorus, Hist, 14, 25 ; Strabo, Geogr, 6,1 ; Antonine, Itin Mar";Lehmann, Flemming, Hansen, shipwreck at Punta Scifo;;;;;https://en.wikipedia.org/wiki/Crotone;http://pleiades.stoa.org/places/452317;http://imperium.ahlfeldt.se/places/16739;https://www.trismegistos.org/place/33075;https://topostext.org/place/391171PCro;a;p;rs;;;X;X;;;;;;;;;;;;;;;;;X
1083;Meto ;outlet of R Neto;Italy West;39,17630;17,14090;-30;;;;;;;;;;;http://pleiades.stoa.org/places/452381;http://imperium.ahlfeldt.se/places/36308;;;m;;;;;;;;;;;;;;;;;;;;;;;
1084;Krimisa?;Ciro Marina;Italy West;39,37015;17,14086;-750;;;;;;;;;;https://it.wikipedia.org/wiki/Krimisa;http://pleiades.stoa.org/places/452353;http://imperium.ahlfeldt.se/places/30460;https://www.trismegistos.org/place/14506;;m;p;;;;X;;;;;;;;;;;;;;;;;;
1085;Temple of Apollo Alaeus, port of Aesarus ;Punta Alice, near Ciro Marina;Italy West;39,39654;17,14660;-750;;;;;;;;;;https://en.wikipedia.org/wiki/Cir%C3%B2_Marina;http://pleiades.stoa.org/places/452262;http://imperium.ahlfeldt.se/places/36875;https://www.trismegistos.org/place/14506;https://topostext.org/place/394171SAAl;m;;;;;X;;;;;;;;;;;;;;;;;;
1086;Paternum, at outlet of R Hylias;Outlet of R Fiumenica;Italy West;39,48000;17,03100;-30;;;;Thucydides, Pelop, 7, 35;;;;;;;http://pleiades.stoa.org/places/452401;http://imperium.ahlfeldt.se/places/36309;;;a;;;;;;;;;;;;;;;;;;;;;;;
1087;;Cariati;Italy West;39,49600;16,96170;-330;;;;;;;;;;https://en.wikipedia.org/wiki/Cariati;http://pleiades.stoa.org/places/452286;http://imperium.ahlfeldt.se/places/30437;;;m;;;;;;;;;;;;;;;;;;;;;;;
1088;Sybaris ad Traeis, on R Traeis;near Mirto and Crosia, on R Trionto;Italy West;39,59000;16,77100;-443;;;;;Hansen, Botte;;;;https://en.wikipedia.org/wiki/Sybaris;https://en.wikipedia.org/wiki/Sybaris_on_the_Traeis;http://pleiades.stoa.org/places/452458;http://imperium.ahlfeldt.se/places/30489;https://www.trismegistos.org/place/33076;https://topostext.org/place/397165PSyb;m;;;;;;;;;;;;;;;;;;;;X;;;
